timestamp	remote	refid	st	t	when	poll	reach	delay	offset	jitter
1740248219	202.65.114.202	202.65.114.203	2	u	471	512	377	209.834	-8.503	2.285
1740248219	2a01:258:fffe:f	193.120.142.71	2	u	416	512	377	28.826	-2.366	3.055
1740248219	2603:c020:0:836	128.138.140.44	2	u	501	512	377	187.564	-24.577	3.778
1740249427	213.5.132.231	145.185.133.33	4	u	174	512	377	35.546	-6.469	8.140
1740249427	150.241.82.187	193.182.111.13	3	u	90	512	375	67.540	-5.908	8.359
1740249427	159.196.178.7	.PPS.	1	u	104	512	377	305.213	-24.129	3.682
1740249427	202.65.114.202	202.65.114.203	2	u	96	512	377	210.108	-8.692	2.907
1740249427	2a01:258:fffe:f	193.120.142.71	2	u	19	512	377	29.041	-2.731	1.190
1740249427	2603:c020:0:836	128.138.140.44	2	u	132	512	377	186.885	-24.498	1.680
1740250631	213.5.132.231	145.185.133.33	4	u	314	512	377	34.605	-5.401	7.383
1740250631	150.241.82.187	193.182.111.13	3	u	258	512	367	66.971	-5.443	8.180
1740250631	159.196.178.7	.PPS.	1	u	253	512	377	305.213	-24.129	4.534
1740250631	202.65.114.202	202.65.114.203	2	u	253	512	377	215.096	-10.676	4.488
1740250631	2a01:258:fffe:f	193.120.142.71	2	u	163	512	377	29.041	-2.731	1.440
1740250631	2603:c020:0:836	128.138.140.44	2	u	278	512	377	186.457	-24.247	0.434
1740251837	213.5.132.231	145.185.133.33	4	u	468	512	377	34.605	-5.401	7.959
1740251837	150.241.82.187	193.182.111.13	3	u	419	512	337	66.971	-5.443	8.311
1740251837	159.196.178.7	.PPS.	1	u	418	512	377	308.921	-22.274	22.784
1740251837	202.65.114.202	202.65.114.203	2	u	399	512	377	215.096	-10.676	19.248
1740251837	2a01:258:fffe:f	193.120.142.71	2	u	312	512	377	32.318	-2.579	25.152
1740251837	2603:c020:0:836	128.138.140.44	2	u	435	512	377	186.457	-24.247	2.585
1740253043	213.5.132.231	145.185.133.33	4	u	81	1024	377	43.467	-0.454	3.719
1740253043	150.241.82.187	193.182.111.13	3	u	76	1024	177	75.512	-0.865	4.220
1740253043	159.196.178.7	.PPS.	1	u	24	1024	377	315.692	-15.619	28.865
1740253043	202.65.114.202	202.65.114.203	2	u	1070	1024	377	215.096	-10.676	19.674
1740253043	2a01:258:fffe:f	193.120.142.71	2	u	1001	1024	377	32.318	-2.579	25.314
1740253043	2603:c020:0:836	128.138.140.44	2	u	24	1024	377	186.285	-22.312	2.968
1740254244	213.5.132.231	145.185.133.33	4	u	211	1024	377	40.720	-5.772	5.008
1740254244	150.241.82.187	193.182.111.13	3	u	255	1024	377	78.718	-1.508	3.365
1740254244	159.196.178.7	.PPS.	1	u	203	1024	377	335.595	-9.868	33.215
1740254244	202.65.114.202	202.65.114.203	2	u	147	1024	377	210.647	-6.739	26.532
1740254244	2a01:258:fffe:f	193.120.142.71	2	u	136	1024	377	38.867	+4.270	27.873
1740254244	2603:c020:0:836	128.138.140.44	2	u	139	1024	377	186.285	-22.312	3.177
1740255448	213.5.132.231	145.185.133.33	4	u	347	1024	377	31.636	-5.209	4.606
1740255448	150.241.82.187	193.182.111.13	3	u	384	1024	377	74.375	-3.129	3.286
1740255448	159.196.178.7	.PPS.	1	u	320	1024	377	325.424	-15.206	29.034
1740255448	202.65.114.202	202.65.114.203	2	u	276	1024	377	207.773	-5.473	27.196
1740255448	2a01:258:fffe:f	193.120.142.71	2	u	275	1024	377	27.829	-0.743	26.001
1740255448	2603:c020:0:836	128.138.140.44	2	u	281	1024	377	187.313	-23.173	3.562
1740256655	213.5.132.231	145.185.133.33	4	u	507	1024	377	31.636	-5.209	5.764
1740256655	150.241.82.187	193.182.111.13	3	u	512	1024	377	74.375	-3.129	3.834
1740256655	159.196.178.7	.PPS.	1	u	453	1024	377	325.424	-15.206	35.337
1740256655	202.65.114.202	202.65.114.203	2	u	415	1024	377	207.773	-5.473	30.374
1740256655	2a01:258:fffe:f	193.120.142.71	2	u	430	1024	377	27.829	-0.743	26.226
1740256655	2603:c020:0:836	128.138.140.44	2	u	405	1024	377	187.313	-23.173	12.723
1740257862	213.5.132.231	145.185.133.33	4	u	674	1024	377	44.258	+4.037	5.739
1740257862	150.241.82.187	193.182.111.13	3	u	639	1024	377	74.808	+3.800	5.031
1740257862	159.196.178.7	.PPS.	1	u	585	1024	377	325.424	-15.206	38.036
1740257862	202.65.114.202	202.65.114.203	2	u	551	1024	377	207.773	-5.473	32.092
1740257862	2a01:258:fffe:f	193.120.142.71	2	u	578	1024	377	41.311	+8.047	29.335
1740257862	2603:c020:0:836	128.138.140.44	2	u	562	1024	377	201.211	-12.652	17.856
1740259063	213.5.132.231	145.185.133.33	4	u	819	1024	377	45.981	+5.197	6.519
1740259063	150.241.82.187	193.182.111.13	3	u	799	1024	377	74.808	+3.800	4.012
1740259063	159.196.178.7	.PPS.	1	u	766	1024	377	308.857	-22.633	29.387
1740259063	202.65.114.202	202.65.114.203	2	u	734	1024	377	207.773	-5.473	36.340
1740259063	2a01:258:fffe:f	193.120.142.71	2	u	725	1024	377	30.702	+1.383	26.840
1740259063	2603:c020:0:836	128.138.140.44	2	u	685	1024	377	200.054	-14.216	16.454
1740260264	213.5.132.231	145.185.133.33	4	u	966	1024	377	46.231	+3.284	4.906
1740260264	150.241.82.187	193.182.111.13	3	u	965	1024	377	79.569	+2.905	3.025
1740260264	159.196.178.7	.PPS.	1	u	935	1024	377	308.857	-22.633	23.850
1740260264	202.65.114.202	202.65.114.203	2	u	880	1024	377	222.677	-1.101	33.017
1740260264	2a01:258:fffe:f	193.120.142.71	2	u	846	1024	377	30.702	+1.383	4.470
1740260264	2603:c020:0:836	128.138.140.44	2	u	821	1024	377	186.564	-21.739	13.685
